x1,y1,x2,y2
909,382,977,539
83,113,134,229
97,883,200,1077
1190,775,1279,955
673,844,764,1042
1020,907,1098,1080
553,496,637,660
1054,470,1126,647
1621,336,1697,499
1108,204,1161,334
1760,269,1841,429
691,261,748,409
31,586,135,762
1004,685,1064,854
1680,774,1784,960
568,381,628,508
1381,33,1420,168
1829,382,1918,540
1173,247,1228,366
973,279,1042,440
1680,943,1790,1078
336,473,398,619
229,4,272,87
724,178,782,305
709,30,754,152
1713,132,1775,261
859,55,901,172
206,58,256,147
918,72,957,207
190,998,287,1080
796,45,837,171
