x1,y1,x2,y2
928,695,1017,884
761,966,853,1077
688,434,772,626
1241,339,1309,495
205,58,266,183
1177,446,1236,589
32,682,135,850
1064,215,1121,359
513,829,620,1020
676,55,731,184
900,231,956,379
1533,129,1589,270
1842,574,1920,775
1029,339,1078,478
50,112,104,237
1380,20,1420,157
227,994,322,1080
523,19,578,122
1749,289,1832,431
871,0,906,97
493,645,572,815
1791,155,1858,281
718,0,763,116
953,526,1037,713
1004,0,1041,98
1180,81,1235,191
937,0,985,102
332,459,391,615
1834,158,1898,287
823,0,862,99
