x1,y1,x2,y2
1059,557,1137,740
1171,919,1273,1080
87,115,137,233
913,326,978,475
1004,786,1077,976
138,754,233,943
1090,809,1172,1001
1659,404,1745,570
665,983,759,1079
1105,159,1157,282
0,518,62,685
694,322,754,478
1171,289,1231,412
1606,642,1709,819
570,440,654,578
1791,316,1868,478
1754,217,1823,368
739,219,792,359
339,472,399,624
1629,805,1720,985
577,330,634,450
132,48,170,149
992,229,1059,378
1887,317,1920,436
161,935,270,1074
716,65,757,192
252,0,285,65
801,47,838,171
912,44,954,165
862,51,903,171
