x1,y1,x2,y2
1716,456,1786,623
915,287,981,441
1026,877,1098,1049
1587,721,1676,917
176,676,274,876
1567,562,1648,743
1066,616,1145,800
689,379,753,552
1156,756,1240,924
747,264,803,405
585,398,645,545
69,66,138,236
992,197,1057,351
1748,181,1817,317
1766,276,1845,431
149,893,252,1067
1168,335,1222,461
338,475,399,631
1105,133,1151,243
957,6,994,113
711,96,758,221
1382,38,1422,168
244,0,287,58
578,299,633,423
1862,261,1920,397
1694,73,1766,215
799,51,837,171
396,0,444,64
908,26,944,148
1185,28,1229,151
392,523,458,653
