x1,y1,x2,y2
104,860,202,1078
912,371,982,531
1632,346,1706,509
85,112,132,231
1030,894,1113,1071
1186,797,1278,1007
1055,482,1126,647
1763,256,1839,415
1110,195,1162,318
550,488,634,642
1007,701,1064,859
672,868,764,1070
1173,256,1236,380
572,371,637,506
1829,365,1910,531
22,578,134,752
691,275,750,427
1675,920,1781,1068
977,271,1045,436
228,5,272,87
711,29,750,153
725,185,782,317
1382,34,1420,167
338,473,400,624
196,52,249,147
1713,122,1777,265
190,989,286,1078
860,54,902,172
798,48,838,171
1666,753,1772,934
918,63,959,197
1671,69,1721,180
1723,67,1760,146
