x1,y1,x2,y2
1253,404,1319,571
1820,505,1915,685
524,750,626,930
194,888,308,1076
924,614,1004,801
1170,389,1228,523
679,85,728,220
67,113,116,233
1548,156,1607,303
506,583,582,739
900,195,960,340
693,495,771,692
1030,394,1088,546
1057,251,1121,392
1168,95,1223,211
202,40,266,164
1826,135,1880,265
1,621,81,781
472,19,522,121
1379,22,1423,155
721,28,763,143
1782,136,1831,256
819,0,860,116
863,0,902,113
938,474,1018,644
1531,0,1603,44
337,462,392,614
1744,255,1817,414
1219,0,1254,74
444,484,507,622
