x1,y1,x2,y2
1053,851,1148,1055
666,924,764,1076
1188,858,1280,1055
87,114,135,231
1652,373,1727,542
1054,513,1132,692
908,345,976,504
1002,741,1072,908
1650,858,1754,1059
122,806,228,1023
569,461,633,620
693,300,752,455
1762,233,1833,388
1177,274,1233,405
1108,177,1160,293
731,206,778,340
168,964,276,1079
1640,698,1737,893
159,52,217,150
987,246,1053,406
0,537,91,728
338,474,398,623
574,348,633,483
1807,339,1896,506
1384,38,1420,166
862,52,902,173
913,53,954,183
796,49,838,172
232,2,274,79
710,52,755,172
1662,58,1703,171
1710,108,1778,243
375,474,456,651
