x1,y1,x2,y2
1074,677,1157,859
204,614,291,805
1157,371,1222,509
1192,736,1290,904
680,433,746,607
87,123,134,239
924,259,986,403
1550,661,1644,852
118,870,234,1046
753,299,809,454
578,358,646,508
1055,961,1125,1076
1738,503,1824,674
1535,497,1613,648
1752,243,1816,387
346,0,408,80
1379,41,1423,173
10,73,70,179
336,482,396,621
1103,115,1145,225
987,176,1051,325
443,0,470,64
704,124,753,254
1841,240,1902,369
1292,0,1327,98
1746,159,1813,298
390,530,460,656
855,59,898,185
1685,63,1751,191
797,56,836,175
1353,0,1391,101
1613,44,1656,148
