x1,y1,x2,y2
141,743,239,938
918,320,982,470
88,117,138,233
1664,408,1751,576
1163,927,1270,1076
1008,796,1077,976
1058,561,1139,742
694,325,757,481
1754,215,1826,364
570,436,655,577
1602,639,1701,816
1168,292,1235,422
1107,154,1158,277
662,992,757,1077
1091,802,1179,997
0,516,62,684
740,226,794,365
1625,797,1717,984
1786,308,1866,481
339,472,399,623
578,328,634,448
161,928,267,1072
994,223,1058,377
911,42,949,161
714,66,759,193
244,0,282,65
1887,315,1920,433
128,50,175,152
801,46,838,170
1707,94,1773,229
