x1,y1,x2,y2
179,827,283,1048
1247,449,1321,613
1061,278,1126,431
524,704,609,883
677,111,728,240
919,579,996,759
1160,350,1222,493
1802,457,1890,641
1550,181,1614,325
697,535,781,749
433,22,494,121
910,175,966,322
74,109,120,226
515,546,587,714
1381,21,1422,154
818,9,859,135
0,580,51,731
718,46,759,166
1033,429,1086,577
1166,118,1219,234
862,5,903,131
1736,247,1809,380
212,25,269,150
933,434,1004,591
338,463,399,615
1219,0,1267,83
1817,125,1868,244
387,472,461,642
1767,126,1824,238
1477,0,1554,39
