x1,y1,x2,y2
1572,689,1656,878
1724,478,1802,652
1073,646,1151,841
686,401,753,569
186,640,275,820
1186,737,1254,909
1163,348,1224,471
583,383,650,521
918,277,981,423
750,278,808,421
1548,536,1632,690
989,184,1056,342
1756,258,1827,414
1039,914,1111,1076
81,120,137,238
1103,124,1150,240
337,479,396,629
1378,38,1422,172
133,886,244,1061
1744,169,1812,305
1848,248,1912,382
711,112,757,242
948,22,988,124
906,13,945,131
41,69,85,172
1186,31,1231,156
376,0,415,73
578,289,629,402
796,54,835,173
388,514,449,656
858,61,902,176
