x1,y1,x2,y2
678,439,747,615
1546,652,1641,847
204,605,288,803
1076,687,1160,869
926,255,988,400
1158,373,1220,510
87,125,133,238
749,304,808,450
1199,734,1298,906
578,358,643,503
1749,512,1831,674
114,866,225,1043
1532,491,1607,653
1061,971,1126,1075
1103,114,1146,221
7,74,70,175
1839,238,1901,371
987,175,1050,325
1753,246,1812,380
1378,44,1421,172
706,130,753,259
854,60,898,187
337,482,397,622
797,56,836,176
1295,0,1330,101
342,0,398,84
906,8,948,132
1688,60,1748,184
1743,157,1810,283
1356,0,1396,99
1612,45,1653,147
391,534,460,656
