x1,y1,x2,y2
1716,458,1788,626
916,284,981,433
176,670,277,869
1567,557,1649,731
1028,882,1098,1055
1066,617,1145,799
1584,720,1674,915
687,383,753,559
747,268,804,409
992,195,1057,353
1158,755,1239,925
66,77,138,235
586,396,646,544
1747,178,1816,317
147,893,253,1067
1764,271,1846,428
956,10,993,115
1164,338,1226,469
244,0,288,57
1105,133,1149,243
338,475,399,629
710,97,758,221
1382,39,1421,168
579,301,629,419
799,51,837,171
1692,75,1766,216
390,0,439,65
908,23,944,146
392,520,457,652
1180,27,1228,154
