x1,y1,x2,y2
1247,445,1321,610
181,831,281,1051
1061,276,1126,432
1549,177,1613,327
521,704,612,883
677,111,729,240
920,578,1000,759
695,530,783,742
1803,461,1892,644
1160,352,1222,493
436,21,495,121
517,549,586,715
74,109,119,226
819,9,859,134
210,26,269,151
908,179,964,322
1381,20,1422,154
716,44,760,167
862,5,903,131
1033,426,1086,573
1164,113,1220,233
1737,245,1809,383
0,580,51,732
1220,0,1265,82
337,463,398,611
1818,127,1868,244
931,437,1004,591
1767,127,1824,237
1479,0,1554,40
387,472,461,642
