x1,y1,x2,y2
1072,676,1157,861
1191,736,1287,903
203,616,293,811
1156,369,1221,505
923,261,985,403
87,122,134,239
680,428,747,603
1054,952,1124,1080
753,300,809,450
1540,500,1615,666
1555,664,1645,853
118,875,236,1043
580,366,646,510
1728,496,1822,670
336,482,397,622
1377,39,1423,174
1104,117,1146,225
1747,246,1812,396
348,2,408,81
1841,239,1902,370
13,76,69,179
706,121,751,252
1744,161,1811,303
1684,66,1752,195
988,176,1051,326
1292,0,1327,97
1353,0,1391,100
391,530,460,656
856,60,898,185
796,55,836,175
444,0,472,64
576,279,631,392
