x1,y1,x2,y2
1182,831,1282,1035
1055,504,1126,691
1662,889,1780,1072
1048,870,1141,1073
87,114,133,233
912,367,980,525
672,894,763,1076
112,825,219,1031
1112,187,1161,305
559,468,634,621
1645,364,1718,531
1175,266,1233,381
1005,726,1067,907
7,551,98,733
690,286,752,437
726,194,781,321
1763,248,1835,404
980,254,1050,413
181,50,218,148
1657,724,1752,897
1813,354,1900,508
231,3,274,86
862,54,902,173
1384,37,1419,167
1713,116,1778,258
338,473,399,623
708,46,752,163
915,60,958,194
797,49,838,172
574,357,635,493
1665,65,1711,180
184,970,290,1076
