x1,y1,x2,y2
922,272,982,413
192,628,284,822
1071,660,1153,861
1722,497,1815,664
685,415,748,578
1160,357,1228,487
1048,936,1118,1080
752,287,807,431
1191,736,1269,898
87,124,134,240
1751,250,1821,411
580,377,650,520
1542,517,1620,675
1846,242,1905,375
123,879,241,1054
1559,675,1650,842
336,480,395,626
1374,40,1421,174
988,181,1052,324
1104,119,1147,230
1742,163,1809,300
709,117,753,245
363,0,413,80
576,281,635,397
1191,39,1233,167
1684,69,1754,201
1289,0,1323,95
797,55,835,174
904,13,946,137
393,527,459,656
29,68,76,171
