x1,y1,x2,y2
677,451,746,619
1757,518,1838,705
1236,730,1316,893
749,314,807,457
923,251,984,399
1538,627,1635,806
211,582,291,766
1160,381,1222,511
85,125,133,238
1088,710,1166,902
1099,99,1142,212
851,58,894,186
578,355,641,494
1522,473,1606,653
330,0,378,88
1059,994,1131,1079
990,165,1051,313
1836,220,1903,361
1683,52,1752,190
705,135,752,271
1741,142,1808,297
336,481,397,625
796,55,836,177
1644,33,1681,142
108,865,212,1040
1737,237,1809,383
1,76,39,179
1163,75,1209,196
1375,33,1421,174
1297,0,1333,102
