x1,y1,x2,y2
105,850,203,1070
1029,889,1113,1067
1187,801,1280,1017
85,113,133,231
1051,487,1127,650
912,370,983,530
1638,353,1708,512
1762,255,1841,412
1172,257,1235,385
1112,193,1162,316
553,485,638,639
1007,702,1066,869
1822,363,1914,522
672,873,765,1070
572,369,637,503
689,279,751,430
1674,919,1778,1066
19,573,131,744
980,267,1044,430
228,4,272,88
1382,34,1420,168
337,473,400,624
723,185,782,317
712,30,749,154
195,988,285,1077
861,54,902,172
1713,122,1777,264
918,63,959,195
1666,748,1769,935
797,49,838,171
195,52,241,150
1722,66,1760,148
