x1,y1,x2,y2
1186,873,1279,1069
693,304,753,462
1062,836,1144,1036
86,113,136,231
909,339,977,495
1059,520,1132,691
658,932,772,1077
1656,370,1729,542
1,538,88,720
570,449,637,608
1002,751,1071,914
1108,170,1159,290
124,791,229,994
988,243,1057,404
1646,853,1748,1053
735,211,783,346
1763,227,1829,384
1175,276,1234,408
1635,685,1721,883
337,473,399,625
153,52,201,152
1805,335,1895,497
711,52,756,172
167,963,281,1076
1385,37,1421,166
235,2,275,77
912,50,953,183
798,48,839,172
576,351,631,470
862,52,903,173
371,473,456,652
977,0,1013,86
