x1,y1,x2,y2
685,416,751,584
922,269,982,409
1191,738,1275,898
1050,937,1122,1079
1070,665,1152,861
194,626,285,822
1160,361,1227,494
752,292,808,435
1721,498,1817,667
578,375,650,521
1751,251,1818,407
1540,516,1623,668
87,124,133,242
121,879,239,1052
1558,670,1649,848
1109,119,1150,227
1374,38,1421,174
336,480,396,625
990,186,1052,325
1289,0,1324,98
1845,234,1905,372
1742,164,1808,300
708,117,753,245
1685,68,1753,199
576,280,634,395
943,18,981,129
360,0,411,81
1191,37,1234,170
797,55,835,174
904,14,946,136
29,70,77,173
857,59,901,182
393,528,459,655
1351,0,1388,100
