x1,y1,x2,y2
1184,789,1281,991
102,866,202,1078
1630,345,1705,509
1025,899,1105,1076
911,372,981,534
85,112,132,231
675,859,763,1064
24,578,135,756
1762,261,1842,420
1006,698,1066,856
1052,480,1128,644
1110,195,1163,323
552,489,639,650
1836,368,1915,532
1172,257,1232,377
979,273,1044,438
572,374,637,507
229,3,273,88
692,274,750,428
1678,927,1784,1068
338,472,400,623
1381,33,1421,167
200,53,256,145
711,28,750,153
725,183,782,317
1669,764,1772,941
1713,128,1775,264
860,54,902,172
191,991,289,1079
798,48,838,172
377,471,455,647
918,63,960,201
1673,74,1720,179
