x1,y1,x2,y2
676,564,746,753
1380,709,1459,878
243,479,319,658
1471,358,1546,518
1128,846,1213,1065
1831,625,1916,823
1489,516,1565,690
90,127,142,243
62,817,184,987
756,397,816,549
851,61,888,190
246,17,297,124
1799,168,1862,302
926,201,982,332
1088,60,1136,173
709,197,763,335
798,62,836,187
1206,95,1251,235
338,487,409,641
1622,11,1667,125
1149,450,1211,594
1171,124,1219,246
989,118,1039,257
911,74,947,181
382,2,425,112
1305,1,1342,102
1728,94,1796,245
1700,123,1788,316
1678,18,1739,142
570,293,631,437
390,519,457,657
1594,14,1650,127
1386,2,1434,179
1819,0,1847,47
353,487,454,655
