x1,y1,x2,y2
1396,713,1475,881
1479,506,1559,684
92,127,144,245
675,585,752,782
925,194,981,326
1136,868,1227,1073
851,61,890,193
1465,353,1542,506
245,474,325,655
759,408,813,570
239,22,301,136
1845,641,1919,830
51,820,155,980
1798,160,1862,291
1144,461,1210,612
380,1,425,115
1090,53,1136,167
799,64,836,187
907,79,948,188
989,114,1041,254
1698,92,1787,302
1620,12,1665,125
712,206,766,350
1205,104,1253,246
338,488,402,644
1169,125,1221,251
573,291,630,431
1386,0,1441,181
727,0,771,87
1678,17,1740,143
1305,0,1344,105
1819,0,1850,48
