x1,y1,x2,y2
1757,524,1838,711
212,579,297,762
1537,624,1629,799
1239,729,1319,893
680,455,746,624
750,318,808,460
923,248,981,399
85,124,134,238
328,0,373,91
851,57,893,185
1521,470,1606,651
578,355,639,493
1160,383,1221,511
990,164,1049,311
1099,96,1142,209
1059,997,1134,1079
1091,715,1166,904
1834,216,1902,360
704,137,753,278
1644,32,1681,141
1737,230,1810,385
106,863,211,1040
336,481,397,626
1163,76,1207,196
1741,141,1807,276
1683,50,1752,191
796,54,836,176
1196,56,1238,184
1375,16,1425,173
430,0,462,71
1297,0,1333,101
1609,33,1648,141
