x1,y1,x2,y2
670,530,746,714
1785,589,1889,767
1109,795,1201,994
84,124,133,237
1329,707,1412,869
1496,550,1581,735
229,517,307,704
923,203,985,347
753,368,813,526
76,822,183,991
1489,394,1562,550
392,0,439,95
270,6,329,115
1142,426,1211,570
847,56,886,183
1094,74,1136,179
703,175,754,313
1377,0,1427,178
1804,181,1867,308
795,57,835,182
335,485,405,635
1625,18,1668,131
1731,112,1798,287
1678,24,1734,152
919,53,953,169
984,131,1043,274
569,312,640,449
1167,94,1212,221
1300,0,1338,100
1704,194,1777,329
